sacrific  defend,2,72,2587598,3473628,6.08E-14
review  provis,1,36,2587634,3473629,6.08E-14
chief  sponsor,1,36,2587634,3473629,6.08E-14
export  control,1,36,2587634,3473629,6.08E-14
dedic  shown,1,35,2587635,3473629,6.07E-14
housesen  confer,1,35,2587635,3473629,6.07E-14
committe  intent,1,35,2587635,3473629,6.07E-14
rebuild  militari,3,102,2587568,3473627,6.06E-14
staff  pleasur,1,34,2587636,3473629,6.06E-14
consent  resolut,4,134,2587536,3473626,6.05E-14
session  period,1,33,2587637,3473629,6.05E-14
opposit  motion,1,33,2587637,3473629,6.05E-14
commend  presid,1,33,2587637,3473629,6.05E-14
home  wyom,1,33,2587637,3473629,6.05E-14
appreci  respons,1,33,2587637,3473629,6.05E-14
thank  busi,1,33,2587637,3473629,6.05E-14
permit  speak,5,161,2587509,3473625,6.04E-14
leader  remark,6,192,2587478,3473624,6.04E-14
illeg  alien,3,96,2587574,3473627,6.04E-14
armi  depot,1,32,2587638,3473629,6.04E-14
onethird  counti,1,32,2587638,3473629,6.04E-14
capito  presid,1,32,2587638,3473629,6.04E-14
endeavor  wish,1,32,2587638,3473629,6.04E-14
conduct  hear,8,248,2587422,3473622,6.03E-14
sent  chairman,1,31,2587639,3473629,6.03E-14
reflect  effort,1,31,2587639,3473629,6.03E-14
propos  sale,1,31,2587639,3473629,6.03E-14
billion  hour,1,31,2587639,3473629,6.03E-14
hous  attent,1,31,2587639,3473629,6.03E-14
gentleman  kansa,1,31,2587639,3473629,6.03E-14
acting  solicitor,1,31,2587639,3473629,6.03E-14
medicaid  sustain,1,30,2587640,3473629,6.02E-14
pro  forma,1,30,2587640,3473629,6.02E-14
design  thank,1,30,2587640,3473629,6.02E-14
count  postclotur,1,30,2587640,3473629,6.02E-14
upton  chairman,1,30,2587640,3473629,6.02E-14
forma  session,1,30,2587640,3473629,6.02E-14
boy  town,1,30,2587640,3473629,6.02E-14
keep  committe,1,30,2587640,3473629,6.02E-14
illicit  financ,1,30,2587640,3473629,6.02E-14
receiv  cover,1,30,2587640,3473629,6.02E-14
pursuant  rule,4,118,2587552,3473626,6.01E-14
meet  9,1,29,2587641,3473629,6.00E-14
poverti  tax,1,29,2587641,3473629,6.00E-14
sixth  district,1,29,2587641,3473629,6.00E-14
tennesse  alexand,1,29,2587641,3473629,6.00E-14
simpler  fairer,1,29,2587641,3473629,6.00E-14
gentlewoman  missouri,1,29,2587641,3473629,6.00E-14
buck  counti,4,113,2587557,3473626,6.00E-14
bad  judg,1,28,2587642,3473629,5.99E-14
increas  takehom,1,28,2587642,3473629,5.99E-14
louisiana  chairman,1,28,2587642,3473629,5.99E-14
divis  ii,1,28,2587642,3473629,5.99E-14
profound  honor,1,28,2587642,3473629,5.99E-14
sergeant  class,2,55,2587615,3473628,5.99E-14
home  kentucki,1,27,2587643,3473629,5.98E-14
smith  missouri,1,27,2587643,3473629,5.98E-14
record  consider,1,27,2587643,3473629,5.98E-14
liber  media,1,27,2587643,3473629,5.98E-14
scott  palk,1,27,2587643,3473629,5.98E-14
call  respect,1,27,2587643,3473629,5.98E-14
dedic  worker,1,27,2587643,3473629,5.98E-14
worker  commit,1,27,2587643,3473629,5.98E-14
scout  project,2,53,2587617,3473628,5.97E-14
follow  committe,4,105,2587565,3473626,5.97E-14
statem  relat,3,78,2587592,3473627,5.96E-14
outdat  tax,2,52,2587618,3473628,5.96E-14
delawar  counti,2,52,2587618,3473628,5.96E-14
world  busi,1,26,2587644,3473629,5.96E-14
crest  retreat,1,26,2587644,3473629,5.96E-14
award  wish,1,26,2587644,3473629,5.96E-14
tennesse  madam,1,26,2587644,3473629,5.96E-14
senat  proce,22,567,2587103,3473608,5.96E-14
committe  armed,5,128,2587542,3473625,5.96E-14
105  percent,2,51,2587619,3473628,5.96E-14
frelinghuysen  chairman,2,51,2587619,3473628,5.96E-14
adopt  measur,2,50,2587620,3473628,5.95E-14
council  bluff,2,50,2587620,3473628,5.95E-14
bibl  week,1,25,2587645,3473629,5.95E-14
competit  rest,1,25,2587645,3473629,5.95E-14
georgia  carter,1,25,2587645,3473629,5.95E-14
obamacar  system,1,25,2587645,3473629,5.95E-14
ohio  chabot,1,25,2587645,3473629,5.95E-14
star  mother,1,25,2587645,3473629,5.95E-14
perri  chairman,1,25,2587645,3473629,5.95E-14
committeereport  amend,1,25,2587645,3473629,5.95E-14
patientcent  healthcar,1,25,2587645,3473629,5.95E-14
chabot  chairman,1,25,2587645,3473629,5.95E-14
affair  discharg,1,25,2587645,3473629,5.95E-14
herrera  beutler,1,25,2587645,3473629,5.95E-14
21st  district,2,49,2587621,3473628,5.94E-14
interven  action,11,268,2587402,3473619,5.94E-14
rule  xxii,3,73,2587597,3473627,5.94E-14
pride  recogn,4,96,2587574,3473626,5.93E-14
merit  badg,3,72,2587598,3473627,5.93E-14
achiev  distinct,2,48,2587622,3473628,5.93E-14
file  frivol,1,24,2587646,3473629,5.93E-14
gosar  chairman,1,24,2587646,3473629,5.93E-14
fenc  wall,1,24,2587646,3473629,5.93E-14
mail  system,1,24,2587646,3473629,5.93E-14
record  2000,1,24,2587646,3473629,5.93E-14
debat  2,1,24,2587646,3473629,5.93E-14
central  texa,1,24,2587646,3473629,5.93E-14
nebraska  chairman,1,24,2587646,3473629,5.93E-14
memori  websit,1,24,2587646,3473629,5.93E-14
leader  40,1,24,2587646,3473629,5.93E-14
forc  buy,2,47,2587623,3473628,5.92E-14
peer  commun,2,47,2587623,3473628,5.92E-14
committe  bank,3,69,2587601,3473627,5.91E-14
famili  peer,2,46,2587624,3473628,5.91E-14
reform  framework,1,23,2587647,3473629,5.91E-14
jersey  lanc,1,23,2587647,3473629,5.91E-14
decid  base,1,23,2587647,3473629,5.91E-14
moin  iowa,1,23,2587647,3473629,5.91E-14
god  countri,1,23,2587647,3473629,5.91E-14
colorado  extend,1,23,2587647,3473629,5.91E-14
bluff  iowa,1,23,2587647,3473629,5.91E-14
morn  hour,8,178,2587492,3473622,5.90E-14
follow  nomin,6,133,2587537,3473624,5.90E-14
continu  love,2,44,2587626,3473628,5.89E-14
committe  discharg,2,44,2587626,3473628,5.89E-14
11:00 AM,2,44,2587626,3473628,5.89E-14
hard  throughout,2,44,2587626,3473628,5.89E-14
22nd  district,1,22,2587648,3473629,5.89E-14
shimkus  chairman,1,22,2587648,3473629,5.89E-14
time  perri,1,22,2587648,3473629,5.89E-14
letter  confirm,1,22,2587648,3473629,5.89E-14
obamacar  look,1,22,2587648,3473629,5.89E-14
mac  thornberri,1,22,2587648,3473629,5.89E-14
granger  chairman,1,22,2587648,3473629,5.89E-14
obamacar  subsidi,1,22,2587648,3473629,5.89E-14
seen  premium,1,22,2587648,3473629,5.89E-14
consent  senat,33,723,2586947,3473597,5.89E-14
busi  senat,14,307,2587363,3473616,5.89E-14
10:00 AM,16,350,2587320,3473614,5.89E-14
avail  senat,3,65,2587605,3473627,5.88E-14
forward  confirm,2,43,2587627,3473628,5.88E-14
commun  eagl,2,43,2587627,3473628,5.88E-14
championship  school,2,43,2587627,3473628,5.88E-14
mccaul  chairman,2,43,2587627,3473628,5.88E-14
tax  penalti,3,64,2587606,3473627,5.88E-14
tabl  interven,7,149,2587521,3473623,5.88E-14
request  committe,6,127,2587543,3473624,5.87E-14
obamacar  american,2,42,2587628,3473628,5.87E-14
professor  biba,2,42,2587628,3473628,5.87E-14
senat  mississippi,2,42,2587628,3473628,5.87E-14
commit  grow,2,42,2587628,3473628,5.87E-14
judiciari  discharg,1,21,2587649,3473629,5.87E-14
trent  frank,1,21,2587649,3473629,5.87E-14
california  lamalfa,1,21,2587649,3473629,5.87E-14
assign  1st,1,21,2587649,3473629,5.87E-14
heartbeat  bill,1,21,2587649,3473629,5.87E-14
life  sacr,1,21,2587649,3473629,5.87E-14
project  proud,1,21,2587649,3473629,5.87E-14
seek  appoint,1,21,2587649,3473629,5.87E-14
marin  academi,1,21,2587649,3473629,5.87E-14
southern  tier,1,21,2587649,3473629,5.87E-14
auburn  univers,1,21,2587649,3473629,5.87E-14
reassign  surgeri,1,21,2587649,3473629,5.87E-14
session  senat,37,775,2586895,3473593,5.87E-14
action  debat,13,270,2587400,3473617,5.87E-14
consent  bill,4,83,2587587,3473626,5.86E-14
cherish  honor,2,41,2587629,3473628,5.86E-14
obamacar  failur,2,41,2587629,3473628,5.86E-14
love  cherish,2,40,2587630,3473628,5.85E-14
jim  bun,2,40,2587630,3473628,5.85E-14
mainstream  media,2,40,2587630,3473628,5.85E-14
grow  hire,1,20,2587650,3473629,5.85E-14
joe  balash,1,20,2587650,3473629,5.85E-14
protect  unborn,1,20,2587650,3473629,5.85E-14
committeereport  substitut,1,20,2587650,3473629,5.85E-14
mine  associat,1,20,2587650,3473629,5.85E-14
36  paincap,1,20,2587650,3473629,5.85E-14
mosquito  control,1,20,2587650,3473629,5.85E-14
nomin  list,1,20,2587650,3473629,5.85E-14
plan  doctor,1,20,2587650,3473629,5.85E-14
1st  marin,1,20,2587650,3473629,5.85E-14
regul  washington,1,20,2587650,3473629,5.85E-14
flow  illeg,1,20,2587650,3473629,5.85E-14
posit  attitud,1,20,2587650,3473629,5.85E-14
understand  job,1,20,2587650,3473629,5.85E-14
babi  protect,1,20,2587650,3473629,5.85E-14
cajun  navi,1,20,2587650,3473629,5.85E-14
past  bring,2,39,2587631,3473628,5.83E-14
east  texa,3,58,2587612,3473627,5.83E-14
consid  read,8,152,2587518,3473622,5.82E-14
peopl  alaska,2,38,2587632,3473628,5.82E-14
congression  veteran,2,38,2587632,3473628,5.82E-14
hold  meet,2,38,2587632,3473628,5.82E-14
close  hear,2,38,2587632,3473628,5.82E-14
regul  cost,2,38,2587632,3473628,5.82E-14
time  obamacar,1,19,2587651,3473629,5.82E-14
school  marin,1,19,2587651,3473629,5.82E-14
time  issa,1,19,2587651,3473629,5.82E-14
cost  obamacar,1,19,2587651,3473629,5.82E-14
respect  appoint,1,19,2587651,3473629,5.82E-14
win  class,1,19,2587651,3473629,5.82E-14
fort  smith,1,19,2587651,3473629,5.82E-14
plan  like,1,19,2587651,3473629,5.82E-14
arizona  bigg,1,19,2587651,3473629,5.82E-14
base  eros,1,19,2587651,3473629,5.82E-14
thursday  april,1,19,2587651,3473629,5.82E-14
healthi  forest,1,19,2587651,3473629,5.82E-14
am  session,1,19,2587651,3473629,5.82E-14
obamacar  isnt,1,19,2587651,3473629,5.82E-14
respons  acknowledg,1,19,2587651,3473629,5.82E-14
yes  rule,1,19,2587651,3473629,5.82E-14
shuster  chairman,1,19,2587651,3473629,5.82E-14
floor  blunt,1,19,2587651,3473629,5.82E-14
involv  bill,1,19,2587651,3473629,5.82E-14
presid  move,10,188,2587482,3473620,5.81E-14
proce  legisl,5,94,2587576,3473625,5.81E-14
pass  motion,7,130,2587540,3473623,5.81E-14
fischer  presid,2,37,2587633,3473628,5.81E-14
hon  michael,2,37,2587633,3473628,5.81E-14
rule  demand,2,37,2587633,3473628,5.81E-14
speaker  approv,2,37,2587633,3473628,5.81E-14
neal  katyal,2,37,2587633,3473628,5.81E-14
receiv  prior,2,37,2587633,3473628,5.81E-14
thornberri  chairman,2,37,2587633,3473628,5.81E-14
memori  fallen,2,37,2587633,3473628,5.81E-14
build  committe,3,55,2587615,3473627,5.80E-14
deduct  doubl,3,55,2587615,3473627,5.80E-14
3:00 PM,3,55,2587615,3473627,5.80E-14
obamacar  fail,5,91,2587579,3473625,5.80E-14
liu  xiaobo,3,54,2587616,3473627,5.79E-14
build  hold,2,36,2587634,3473628,5.79E-14
california  move,2,36,2587634,3473628,5.79E-14
pass  obamacar,2,36,2587634,3473628,5.79E-14
artwork  display,1,18,2587652,3473629,5.79E-14
kern  counti,1,18,2587652,3473629,5.79E-14
freedom  flexibl,1,18,2587652,3473629,5.79E-14
school  trust,1,18,2587652,3473629,5.79E-14
missouri  luetkemey,1,18,2587652,3473629,5.79E-14
actual  buy,1,18,2587652,3473629,5.79E-14
pillar  american,1,18,2587652,3473629,5.79E-14
democrat  forc,1,18,2587652,3473629,5.79E-14
1st  lt,1,18,2587652,3473629,5.79E-14
experi  extend,1,18,2587652,3473629,5.79E-14
fort  campbel,1,18,2587652,3473629,5.79E-14
bill  upton,1,18,2587652,3473629,5.79E-14
arkansa  westerman,1,18,2587652,3473629,5.79E-14
sign  obamacar,1,18,2587652,3473629,5.79E-14
2015  standard,1,18,2587652,3473629,5.79E-14
buy  obamacar,1,18,2587652,3473629,5.79E-14
bishop  chairman,1,18,2587652,3473629,5.79E-14
democrat  obstruct,1,18,2587652,3473629,5.79E-14
louisiana  thank,1,18,2587652,3473629,5.79E-14
alloftheabov  energi,1,18,2587652,3473629,5.79E-14
aderholt  chairman,1,18,2587652,3473629,5.79E-14
clemson  univers,1,18,2587652,3473629,5.79E-14
debat  yield,5,89,2587581,3473625,5.78E-14
colleagu  unite,13,229,2587441,3473617,5.78E-14
record  floor,2,35,2587635,3473628,5.77E-14
russel  senat,2,35,2587635,3473628,5.77E-14
obamacar  collaps,2,35,2587635,3473628,5.77E-14
discharg  consider,7,119,2587551,3473623,5.76E-14
2:00 PM,6,102,2587568,3473624,5.76E-14
bureaucrat  washington,3,51,2587619,3473627,5.76E-14
530  pm,3,51,2587619,3473627,5.76E-14
consent  committeereport,2,34,2587636,3473628,5.76E-14
sioux  citi,1,17,2587653,3473629,5.76E-14
independ  judg,1,17,2587653,3473629,5.76E-14
articl  author,1,17,2587653,3473629,5.76E-14
legisl  begin,1,17,2587653,3473629,5.76E-14
visit  enjoy,1,17,2587653,3473629,5.76E-14
uniqu  innov,1,17,2587653,3473629,5.76E-14
recognit  wish,1,17,2587653,3473629,5.76E-14
learn  expand,1,17,2587653,3473629,5.76E-14
bronz  oak,1,17,2587653,3473629,5.76E-14
carolina  norman,1,17,2587653,3473629,5.76E-14
untest  rape,1,17,2587653,3473629,5.76E-14
subcommitte  western,1,17,2587653,3473629,5.76E-14
mississippi  nativ,1,17,2587653,3473629,5.76E-14
forc  purchas,1,17,2587653,3473629,5.76E-14
build  fenc,1,17,2587653,3473629,5.76E-14
tabl  motion,1,17,2587653,3473629,5.76E-14
citi  aurora,1,17,2587653,3473629,5.76E-14
tort  reform,1,17,2587653,3473629,5.76E-14
request  appreci,1,17,2587653,3473629,5.76E-14
allow  upordown,1,17,2587653,3473629,5.76E-14
3rd  battalion,1,17,2587653,3473629,5.76E-14
commit  repeal,1,17,2587653,3473629,5.76E-14
taxpay  union,1,17,2587653,3473629,5.76E-14
indiana  messer,1,17,2587653,3473629,5.76E-14
cub  scout,1,17,2587653,3473629,5.76E-14
gener  farmer,1,17,2587653,3473629,5.76E-14
regul  come,1,17,2587653,3473629,5.76E-14
hold  subcommitte,1,17,2587653,3473629,5.76E-14
provinc  afghanistan,1,17,2587653,3473629,5.76E-14
suprem  qualifi,1,17,2587653,3473629,5.76E-14
gorsuch  deserv,1,17,2587653,3473629,5.76E-14
sequenti  referr,1,17,2587653,3473629,5.76E-14
proce  immedi,13,219,2587451,3473617,5.75E-14
consent  committe,6,100,2587570,3473624,5.75E-14
repres  leader,3,50,2587620,3473627,5.75E-14
materi  record,5,83,2587587,3473625,5.74E-14
tabl  presid,5,83,2587587,3473625,5.74E-14
unelect  unaccount,2,33,2587637,3473628,5.74E-14
postclotur  time,3,49,2587621,3473627,5.73E-14
radic  islam,6,97,2587573,3473624,5.73E-14
senat  follow,8,129,2587541,3473622,5.73E-14
committe  commerc,5,80,2587590,3473625,5.72E-14
obamacar  pass,5,80,2587590,3473625,5.72E-14
time  black,3,48,2587622,3473627,5.72E-14
effort  month,2,32,2587638,3473628,5.72E-14
classifi  annex,2,32,2587638,3473628,5.72E-14
georgia  direct,1,16,2587654,3473629,5.72E-14
carolina  graham,1,16,2587654,3473629,5.72E-14
save  expens,1,16,2587654,3473629,5.72E-14
texa  culberson,1,16,2587654,3473629,5.72E-14
recipi  congression,1,16,2587654,3473629,5.72E-14
simpli  refus,1,16,2587654,3473629,5.72E-14
calendar  nomin,1,16,2587654,3473629,5.72E-14
obamaera  regul,1,16,2587654,3473629,5.72E-14
iraq  campaign,1,16,2587654,3473629,5.72E-14
object  own,1,16,2587654,3473629,5.72E-14
gorsuch  except,1,16,2587654,3473629,5.72E-14
deport  five,1,16,2587654,3473629,5.72E-14
buena  vista,1,16,2587654,3473629,5.72E-14
obamacar  move,1,16,2587654,3473629,5.72E-14
desk  read,1,16,2587654,3473629,5.72E-14
obamacar  congress,1,16,2587654,3473629,5.72E-14
increas  obamacar,1,16,2587654,3473629,5.72E-14
retail  associat,1,16,2587654,3473629,5.72E-14
nomin  tenth,1,16,2587654,3473629,5.72E-14
nebraska  bacon,1,16,2587654,3473629,5.72E-14
run  machin,1,16,2587654,3473629,5.72E-14
overal  tax,1,16,2587654,3473629,5.72E-14
clinton  counti,1,16,2587654,3473629,5.72E-14
complet  list,1,16,2587654,3473629,5.72E-14
texa  burgess,1,16,2587654,3473629,5.72E-14
eastern  montana,1,16,2587654,3473629,5.72E-14
billion  regulatori,1,16,2587654,3473629,5.72E-14
filibust  death,1,16,2587654,3473629,5.72E-14
utmost  support,1,16,2587654,3473629,5.72E-14
wotus  rule,1,16,2587654,3473629,5.72E-14
liu  xia,1,16,2587654,3473629,5.72E-14
thursday  hous,1,16,2587654,3473629,5.72E-14
repeal  burdensom,1,16,2587654,3473629,5.72E-14
school  team,1,16,2587654,3473629,5.72E-14
electron  data,1,16,2587654,3473629,5.72E-14
cbo  staff,1,16,2587654,3473629,5.72E-14
flare  rule,1,16,2587654,3473629,5.72E-14
own  request,1,16,2587654,3473629,5.72E-14
list  announc,1,16,2587654,3473629,5.72E-14
ms13  gang,1,16,2587654,3473629,5.72E-14
time  leader,10,159,2587511,3473620,5.72E-14
time  bradi,3,47,2587623,3473627,5.71E-14
close  follow,4,62,2587608,3473626,5.70E-14
stipul  senat,2,31,2587639,3473628,5.70E-14
rank  minor,2,31,2587639,3473628,5.70E-14
senat  unanim,13,201,2587469,3473617,5.70E-14
take  activ,3,46,2587624,3473627,5.69E-14
respect  famili,3,46,2587624,3473627,5.69E-14
regul  impos,3,46,2587624,3473627,5.69E-14
motion  desk,6,91,2587579,3473624,5.69E-14
duncan  tennesse,3,45,2587625,3473627,5.68E-14
meaning  tax,2,30,2587640,3473628,5.68E-14
behalf  pennsylvania,2,30,2587640,3473628,5.68E-14
hold  close,2,30,2587640,3473628,5.68E-14
gentleman  nebraska,2,30,2587640,3473628,5.68E-14
obamacar  bill,2,30,2587640,3473628,5.68E-14
record  wish,2,30,2587640,3473628,5.68E-14
cole  yield,2,30,2587640,3473628,5.68E-14
histor  averag,1,15,2587655,3473629,5.68E-14
control  manag,1,15,2587655,3473629,5.68E-14
obamacar  market,1,15,2587655,3473629,5.68E-14
peopl  king,1,15,2587655,3473629,5.68E-14
travel  tourism,1,15,2587655,3473629,5.68E-14
origin  intend,1,15,2587655,3473629,5.68E-14
trump  vice,1,15,2587655,3473629,5.68E-14
dee  restrict,1,15,2587655,3473629,5.68E-14
district  kansa,1,15,2587655,3473629,5.68E-14
asset  america,1,15,2587655,3473629,5.68E-14
california  knight,1,15,2587655,3473629,5.68E-14
balanc  10,1,15,2587655,3473629,5.68E-14
compromis  principl,1,15,2587655,3473629,5.68E-14
faith  judg,1,15,2587655,3473629,5.68E-14
entrepreneurship  council,1,15,2587655,3473629,5.68E-14
percent  quarter,1,15,2587655,3473629,5.68E-14
2nd  district,1,15,2587655,3473629,5.68E-14
nics  list,1,15,2587655,3473629,5.68E-14
carter  carter,1,15,2587655,3473629,5.68E-14
wwii  veteran,1,15,2587655,3473629,5.68E-14
solicitor  presid,1,15,2587655,3473629,5.68E-14
fall  committe,1,15,2587655,3473629,5.68E-14
home  utah,1,15,2587655,3473629,5.68E-14
buffalo  bill,1,15,2587655,3473629,5.68E-14
school  histor,1,15,2587655,3473629,5.68E-14
capit  israel,1,15,2587655,3473629,5.68E-14
compani  1st,1,15,2587655,3473629,5.68E-14
team  famili,1,15,2587655,3473629,5.68E-14
hit  3,1,15,2587655,3473629,5.68E-14
resolut  reconcili,1,15,2587655,3473629,5.68E-14
king  king,1,15,2587655,3473629,5.68E-14
propos  standard,1,15,2587655,3473629,5.68E-14
pay  obamacar,1,15,2587655,3473629,5.68E-14
wife  juli,1,15,2587655,3473629,5.68E-14
polit  militari,1,15,2587655,3473629,5.68E-14
denali  commiss,1,15,2587655,3473629,5.68E-14
emergenc  physician,1,15,2587655,3473629,5.68E-14
season  yield,1,15,2587655,3473629,5.68E-14
exchang  obamacar,1,15,2587655,3473629,5.68E-14
fighter  wing,1,15,2587655,3473629,5.68E-14
texa  hensarl,1,15,2587655,3473629,5.68E-14
coach  associat,1,15,2587655,3473629,5.68E-14
class  4,1,15,2587655,3473629,5.68E-14
machin  call,1,15,2587655,3473629,5.68E-14
burdensom  mandat,1,15,2587655,3473629,5.68E-14
missouri  wagner,1,15,2587655,3473629,5.68E-14
confirm  soon,1,15,2587655,3473629,5.68E-14
recogn  offer,1,15,2587655,3473629,5.68E-14
york  tenney,1,15,2587655,3473629,5.68E-14
colleg  emergenc,1,15,2587655,3473629,5.68E-14
resolut  time,6,89,2587581,3473624,5.67E-14
purpos  amend,10,147,2587523,3473620,5.67E-14
author  hold,3,44,2587626,3473627,5.67E-14
armi  sergeant,3,44,2587626,3473627,5.67E-14
texa  poe,2,29,2587641,3473628,5.66E-14
seal  team,2,29,2587641,3473628,5.66E-14
ban  list,2,29,2587641,3473628,5.66E-14
clotur  invok,2,29,2587641,3473628,5.66E-14
eagl  scout,24,347,2587323,3473606,5.66E-14
unborn  child,7,101,2587569,3473623,5.65E-14
obamacar  exchang,8,115,2587555,3473622,5.65E-14
central  york,3,43,2587627,3473627,5.65E-14
brigad  combat,5,71,2587599,3473625,5.64E-14
